fid,ID_TRC,CLASSE,SENS_CIR,NOM_VOIE,POSITION_R,ID_CYCL,slope_edit,length,umbrell_id,slope,Q85,NBLane,ADT,centerline,Estmt,DJMA_d,CL_d,CL_x,DIVIDED,lts,lts_c,lts_w,lts_c_w,lts_negD,Reach,BLanW,TYPE_VOIE,TYPE_VOIE2,ParkW,contraReac,contraLanW,contraParW,Reach_negD,BLanW_negD,ParkW_negD,asymmetric,GESTION_R,ed_typvoi,ed_typvoi2,drvewayVis,Narrow1Way,PROTEGE_4S,NBR_VOIE,LOCALISATI,LOCALIS_2,cn_Buff_R,cn_Buff_L,Buffer_R,Buffer_L,ID_TRC_int
4672,1140372,5,0,Saint-Zotique,5,0,-0.002426353,71.753,4671,-0.002426353,34,2,5148,1,5148.396,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140372
4673,1140371,5,0,Saint-Zotique,5,0,-0.001908599,86.941,4672,-0.001908599,34,2,5927,1,5927.634,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140371
4674,1140370,0,1,De Saint-Vallier,5,0,0.002247961,240.845,4673,0.002247961,34,1,1908,0,1908.98,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140370
4675,1140369,0,1,De Saint-Vallier,5,0,-0.002551111,321.46,4674,-0.002551111,34,1,1452,0,1452.522,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140369
4676,1140368,0,1,De Saint-Vallier,5,0,-0.008225595,320.944,4675,-0.008225595,34,1,1212,0,1212.39,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140368
4677,1150032,5,-1,Bellechasse,5,21475,-0.007649604,101.064,4676,-0.007649604,34,1,4603,0,4603.244,0,1,1,NOT,1,1,1,1,-9999,1.5,1.5,4,40,0,0,0,0,0,0,0,No,1,9999,0,0,0,OUI,2,0,0,0,0,0,0,1150032
4678,1140367,0,1,De Saint-Vallier,5,0,-0.010207971,291.008,4677,-0.010207971,34,1,2611,0,2611.761,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140367
4679,1140363,0,1,Saint-Urbain,5,0,-3.59543E-05,273.096,4678,-3.60E-05,34,1,1301,0,1301.49,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140363
4680,1140077,0,1,Boyer,5,21979,0.005478703,248.259,4679,0.005478703,34,1,1318,0,1318.379,0,1,1,NOT,1,1,1,1,-9999,1.5,1.5,4,44,0,0,0,0,0,0,0,No,4,9999,0,0,0,OUI,2,EST,0,0,0,0,0,1140077
4681,1140068,5,-1,Bellechasse,5,22695,0.003933996,45.76,4680,0.003933996,34,1,5474,0,5474.284,0,1,1,NOT,1,1,1,1,-9999,1.5,1.5,4,40,0,0,0,0,0,0,0,No,1,9999,0,0,0,OUI,2,0,0,0,0,0,0,1140068
4682,1140067,5,-1,Bellechasse,5,20568,-0.003661821,79.202,4681,-0.003661821,34,1,5345,0,5345.681,0,1,1,NOT,1,1,1,1,-9999,1.5,1.5,4,40,0,0,0,0,0,0,0,No,1,9999,0,0,0,OUI,2,0,0,0,0,0,0,1140067
4683,1131105,5,-1,Crémazie,5,0,-0.021258683,21.17,4682,-0.021258683,42,1,1550,0,-8888,1550,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131105
4684,1131101,0,0,Jarry,5,0,-0.006149844,66.675,4683,-0.006149844,34,1,406,0,406.935,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131101
4685,1131100,0,0,Jarry,5,0,-0.004952646,42.979,4684,-0.004952646,34,1,456,0,456.681,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131100
4686,1131002,7,-1,Parc,5,0,0.052273867,69.258,4685,0.052273867,42,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131002
4687,1131001,0,1,Parc,5,0,-0.0003269,88.133,4686,-0.0003269,50,1,2829,0,2829.354,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131001
4688,1140366,0,1,De Saint-Vallier,5,22367,-0.004229133,316.882,4687,-0.004229133,34,1,1999,0,1999.738,0,1,-9999,NOT,1,1,1,1,-9999,1.5,1.5,4,44,0,0,0,0,0,0,0,No,1,9999,0,0,0,OUI,2,0,EST,0,0,0,0,1140366
4689,1110278,6,-1,Jarry,5,0,-0.002483411,64.434,4688,-0.002483411,42,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110278
4690,1110277,6,0,Jarry,5,0,-0.004091027,63.561,4689,-0.004091027,42,3,13603,1,13603.572,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110277
4691,1110276,6,0,Jarry,5,0,-0.003872384,64.566,4690,-0.003872384,34,3,13183,1,13183.225,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110276
4692,1110198,0,1,Foucher,5,0,-0.017207231,154.02,4691,-0.017207231,34,1,1473,0,1473.247,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110198
4693,1070243,0,0,Legendre,5,0,-0.021918337,76.656,4692,-0.021918337,34,1,452,0,452.853,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070243
4694,1070242,0,0,Legendre,5,0,-0.003093636,71.121,4693,-0.003093636,34,1,714,0,714.604,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070242
4695,1070241,0,0,Legendre,5,0,-0.002727843,68.695,4694,-0.002727843,34,1,1008,0,1008.606,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070241
4696,1070240,0,0,Legendre,5,0,-0.000188047,67.173,4695,-0.000188047,34,1,1684,0,1684.252,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070240
4697,1070239,0,0,Legendre,5,0,0.002226778,67.369,4696,0.002226778,34,1,1830,0,1830.389,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070239
4698,1070238,0,0,Legendre,5,0,-0.000254608,78.562,4697,-0.000254608,34,1,2138,0,2138.561,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070238
4699,1070237,0,0,Legendre,5,0,0.004925126,75.133,4698,0.004925126,34,1,3877,0,3877.8,0,1,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070237
4700,1070236,0,0,Legendre,5,0,0.002526829,71.243,4699,0.002526829,34,1,2496,0,2496.067,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070236
4701,1080573,0,-1,23e,5,0,-0.00815699,246.439,4700,-0.00815699,42,1,1499,0,1499.313,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080573
4702,1080572,0,-1,23e,5,0,-0.006357816,250.111,4701,-0.006357816,34,1,1676,0,1676.665,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080572
4703,1080571,0,-1,23e,5,0,0.002754291,50.835,4702,0.002754291,34,1,947,0,947.735,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080571
4704,1080570,0,-1,23e,5,0,-0.001604603,193.214,4703,-0.001604603,34,1,1098,0,1098.761,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080570
4705,1080569,0,-1,23e,5,0,0.004825725,252.832,4704,0.004825725,42,1,1836,0,1836.558,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080569
4706,1080568,0,-1,23e,5,0,0.000253312,276.468,4705,0.000253312,34,1,976,0,976.169,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080568
4707,1080417,0,0,Villeray,5,0,-0.012302641,65.844,4706,-0.012302641,50,1,985,0,985.554,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080417
4708,1080416,5,0,Villeray,5,0,0.007663875,71.772,4707,0.007663875,34,1,715,0,715.894,0,0,0,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080416
4709,1080415,5,0,Villeray,5,0,0.022115352,66.476,4708,0.022115352,34,1,1184,0,1184.006,0,1,0,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080415
4710,1080414,5,0,Villeray,5,0,-0.019626772,67.262,4709,-0.019626772,34,1,1203,0,1203.683,0,1,0,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080414
4711,1110199,0,1,Foucher,5,0,-0.02515973,125.212,4710,-0.02515973,34,1,1646,0,1646.235,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110199
4712,1110200,0,1,Foucher,5,0,-0.023560189,57.73,4711,-0.023560189,34,1,1807,0,1807.805,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110200
4713,1110201,0,1,Foucher,5,0,-0.020164081,182.025,4712,-0.020164081,34,1,1300,0,1300.412,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110201
4714,1110202,0,1,Foucher,5,0,-0.011768629,19.893,4713,-0.011768629,34,1,1808,0,1808.209,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110202
4715,1100204,0,-1,De Lanaudière,5,0,-0.007251042,153.097,4714,-0.007251042,34,1,831,0,831.153,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100204
4716,1090191,0,-1,Louis-Hébert,5,0,-0.003755175,322.255,4715,-0.003755175,34,1,1592,0,1592.598,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090191
4717,1090186,0,-1,Léonard-De Vinci,5,0,0.006641701,249.961,4716,0.006641701,34,1,1504,0,1504.771,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090186
4718,1090185,0,-1,Léonard-De Vinci,5,0,-0.001073808,279.407,4717,-0.001073808,34,1,1420,0,1420.961,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090185
4719,1090184,0,-1,Léonard-De Vinci,5,0,-0.003550058,223.226,4718,-0.003550058,34,1,1173,0,1173.549,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090184
4720,1140196,0,-1,Henri-Julien,5,0,0.003169773,44.171,4719,0.003169773,34,1,2710,0,2710.253,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140196
4721,1140195,0,-1,Henri-Julien,5,0,-0.000557894,115.484,4720,-0.000557894,34,1,2829,0,2829.822,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140195
4722,1140194,0,-1,Henri-Julien,5,0,0.003170155,47.745,4721,0.003170155,34,1,2488,0,2488.643,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140194
4723,1140193,0,-1,Henri-Julien,5,0,-0.004168334,85.636,4722,-0.004168334,34,1,1522,0,1522.704,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140193
4724,1080413,5,0,Villeray,5,0,0.001485807,67.309,4723,0.001485807,34,1,1458,0,1458.96,0,1,0,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080413
4725,1140192,0,-1,Henri-Julien,5,0,-0.006304826,81.273,4724,-0.006304826,34,1,1245,0,1245.379,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140192
4726,1100203,0,-1,De Lanaudière,5,0,-0.012256377,163.856,4725,-0.012256377,34,1,1411,0,1411.846,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100203
4727,1100195,0,0,L.-O.-David,5,0,0.008316944,76.959,4726,0.008316944,34,1,1693,0,1693.248,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100195
4728,1100194,0,0,L.-O.-David,5,0,0.004361779,77.958,4727,0.004361779,34,1,1445,0,1445.357,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100194
4729,1100193,0,0,L.-O.-David,5,0,-0.004378553,68.522,4728,-0.004378553,34,1,1389,0,1389.39,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100193
4730,1100192,0,0,L.-O.-David,5,0,-0.005977398,68.598,4729,-0.005977398,34,1,2006,0,2006.923,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100192
4731,1100191,0,0,L.-O.-David,5,0,-0.007699075,68.846,4730,-0.007699075,34,1,2049,0,2049.97,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100191
4732,1100190,0,0,L.-O.-David,5,0,-0.016047632,69.968,4731,-0.016047632,34,1,1219,0,1219.664,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100190
4733,1100189,0,0,L.-O.-David,5,0,-0.00720431,81.904,4732,-0.00720431,34,1,1423,0,1423.002,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100189
4734,1110203,0,1,Foucher,5,0,-0.01601985,222.615,4733,-0.01601985,34,1,3979,0,3979.888,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110203
4735,1140191,0,-1,Henri-Julien,5,0,-0.005961395,182.465,4734,-0.005961395,34,1,1246,0,1246.802,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140191
4736,1080704,7,1,Saint-Michel,5,0,-0.006532677,136.252,4735,-0.006532677,50,3,11864,0,11864.781,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080704
4737,1080412,5,0,Villeray,5,0,0.001490505,67.1,4736,0.001490505,34,1,2085,0,2085.832,0,1,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080412
4738,1080339,0,0,Robert,5,0,-0.00103226,42.845,4737,-0.00103226,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080339
4739,1130070,0,-1,Bloomfield,5,0,-0.007190759,262.863,4738,-0.007190759,34,1,1408,0,1408.269,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130070
4740,1140032,0,0,Beaubien,5,0,-0.000870979,80.377,4739,-0.000870979,42,2,5392,1,5392.677,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140032
4741,1140029,0,0,Beaubien,5,0,0.005770203,81.461,4740,0.005770203,42,2,5220,1,5220.358,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140029
4742,1140028,0,0,Beaubien,5,0,0.007471788,81.649,4741,0.007471788,34,2,6059,1,6059.546,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140028
4743,1130062,0,1,Birnam,5,0,-0.015048513,300.428,4742,-0.015048513,34,1,1149,0,1149.465,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130062
4744,1130061,0,1,Birnam,5,0,-0.013734663,259.183,4743,-0.013734663,34,1,1514,0,1514.172,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130061
4745,1130060,0,1,Birnam,5,0,-0.002957502,260.381,4744,-0.002957502,34,1,1460,0,1460.934,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130060
4746,1120297,5,-1,Villeray,5,26622,0.002227206,71.846,4745,0.002227206,34,3,2753,0,2753.064,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1120297
4747,1120293,5,1,Saint-Hubert,5,0,-0.003599234,86.137,4746,-0.003599234,42,1,2250,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120293
4748,1120292,0,-1,De Castelnau,5,0,-0.006739461,51.057,4747,-0.006739461,34,1,1426,0,1426.584,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120292
4749,1120290,6,-1,Jean-Talon,5,0,0.000393988,76.902,4748,0.000393988,34,3,10182,0,10182.817,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120290
4750,1120289,6,-1,Jean-Talon,5,0,0.000139735,71.587,4749,0.000139735,42,3,9498,0,9498.137,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120289
4751,1120288,6,-1,Jean-Talon,5,0,0.001250694,47.976,4750,0.001250694,34,3,8264,0,8264.241,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120288
4752,1120287,6,-1,Jean-Talon,5,0,0.002251722,88.83,4751,0.002251722,34,3,8518,0,8518.727,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120287
4753,1120284,0,0,Waverly,5,0,-0.001211504,165.101,4752,-0.001211504,34,1,2582,0,2582.848,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120284
4754,1160382,6,0,Rosemont,5,0,-0.005893277,79.76,4753,-0.005893277,34,2,13921,1,13921.136,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160382
4755,1160381,6,0,Rosemont,5,0,0.00036466,82.273,4754,0.00036466,34,2,11737,1,11737.986,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160381
4756,1160380,6,0,Rosemont,5,0,0.007332071,87.296,4755,0.007332071,42,2,13663,1,13663.103,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160380
4757,1160379,6,0,Rosemont,5,0,-0.000341738,58.52,4756,-0.000341738,34,2,11544,1,11544.921,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160379
4758,1130071,0,-1,Bloomfield,5,0,-0.004472884,266.074,4757,-0.004472884,34,1,2213,0,2213.799,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130071
4759,1130072,0,-1,Bloomfield,5,0,-0.004571914,260.31,4758,-0.004571914,34,1,1794,0,1794.22,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130072
4760,1130073,0,-1,Bloomfield,5,0,-0.018180863,260.189,4759,-0.018180863,34,1,2171,0,2171.254,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130073
4761,1130075,0,-1,Bloomfield,5,0,-0.015077247,346.251,4760,-0.015077247,34,1,2379,0,2379.853,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130075
4762,1140109,5,-1,De Chateaubriand,5,26144,-0.004475177,319.572,4761,-0.004475177,42,4,7480,0,7480.775,0,1,-9999,NOT,1,-9999,1,-9999,-9999,1.5,1.5,4,40,0,0,0,0,0,0,0,No,3,9999,0,0,0,OUI,1,0,EST,0,0,0,0,1140109
4763,1140104,0,1,Casgrain,5,0,0.006501276,44.611,4762,0.006501276,34,1,1747,0,1747.496,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140104
4764,1140103,0,1,Casgrain,5,0,-0.001249714,54.837,4763,-0.001249714,34,1,1779,0,1779.54,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140103
4765,1140102,0,1,Casgrain,5,0,-0.002025088,59.993,4764,-0.002025088,34,1,2061,0,2061.162,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140102
4766,1140101,0,1,Casgrain,5,0,-0.004400929,47.722,4765,-0.004400929,34,1,1744,0,1744.322,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140101
4767,1140100,0,-1,Casgrain,5,0,-0.001409583,85.139,4766,-0.001409583,34,1,743,0,743.739,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140100
4768,1140019,5,0,Beaubien,5,0,0.004729579,101.5,4767,0.004729579,34,2,6601,1,6601.685,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140019
4769,1140018,5,0,Beaubien,5,0,-0.009993418,51.039,4768,-0.009993418,34,2,5578,1,5578.993,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140018
4770,1140017,5,0,Beaubien,5,0,-0.003930336,58.525,4769,-0.003930336,34,2,5923,1,5923.062,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140017
