fid,ID_TRC,CLASSE,SENS_CIR,NOM_VOIE,POSITION_R,ID_CYCL,slope_edit,length,umbrell_id,slope,Q85,NBLane,ADT,centerline,Estmt,DJMA_d,CL_d,CL_x,DIVIDED,lts,lts_c,lts_w,lts_c_w,lts_negD,Reach,BLanW,TYPE_VOIE,TYPE_VOIE2,ParkW,contraReac,contraLanW,contraParW,Reach_negD,BLanW_negD,ParkW_negD,asymmetric,GESTION_R,ed_typvoi,ed_typvoi2,drvewayVis,Narrow1Way,PROTEGE_4S,NBR_VOIE,LOCALISATI,LOCALIS_2,cn_Buff_R,cn_Buff_L,Buffer_R,Buffer_L,ID_TRC_int
40907,1430171,0,0,Jean-Milot,5,0,0.001238431,314.946,40906,0.001238431,34,1,2873,0,2873.578,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430171
40908,1430170,0,0,Jean-Milot,5,0,0.00278461,197.535,40907,0.00278461,34,1,928,0,928.797,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430170
40909,1430168,0,0,Jalobert,5,0,-0.001003204,169.472,40908,-0.001003204,34,1,1274,0,1274.583,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430168
40910,1430167,0,0,Jalobert,5,0,0.005760226,81.602,40909,0.005760226,34,1,1102,0,1102.677,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430167
40911,1430166,0,0,Henri-Miro,5,0,0.013049522,252.142,40910,0.013049522,34,1,3578,1,3578.645,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430166
40912,1430161,0,0,Guillaume-Couture,5,0,0.011163035,252.778,40911,0.011163035,34,1,2405,0,2405.265,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430161
40913,1430154,0,0,Gérin-Lajoie,5,0,0.002755448,159.7,40912,0.002755448,34,1,2046,0,2046.788,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430154
40914,1410664,0,0,Père-Marcoux,5,0,0.00394399,78.608,40913,0.00394399,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410664
40915,1430172,0,0,Jean-Milot,5,0,-0.002725516,74.198,40914,-0.002725516,34,1,1546,0,1546.958,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430172
40916,1430318,0,0,Pierre-Bédard,5,0,0.005148547,73.2,40915,0.005148547,34,1,1017,0,1017.68,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430318
40917,1420047,0,0,Boutet,5,0,-0.018286831,26.251,40916,-0.018286831,34,1,805,0,805.975,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420047
40918,1430312,0,0,Pérodeau,5,0,0.005240029,82.069,40917,0.005240029,34,1,1155,0,1155.431,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430312
40919,1410497,0,0,Rouen,5,0,-0.002221464,90.04,40918,-0.002221464,34,2,5032,1,5032.942,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410497
40920,1400277,0,1,Joliette,5,0,0.028678226,166.026,40919,0.028678226,34,1,1188,0,1188.183,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400277
40921,1400250,6,0,Hochelaga,5,0,-0.015006208,72.918,40920,-0.015006208,34,3,12409,1,12409.607,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400250
40922,1400249,6,0,Hochelaga,5,0,-0.003035844,112.006,40921,-0.003035844,42,3,13879,1,13879.207,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400249
40923,1400248,6,0,Hochelaga,5,0,0.003604898,83.228,40922,0.003604898,50,3,15789,1,15789.878,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400248
40924,1400247,6,0,Hochelaga,5,0,-0.001545834,95.894,40923,-0.001545834,50,3,15765,1,15765.924,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400247
40925,1400246,6,0,Hochelaga,5,0,0.004367868,95.759,40924,0.004367868,42,3,12764,1,12764.616,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400246
40926,1400245,6,0,Hochelaga,5,0,-0.011941285,70.351,40925,-0.011941285,42,3,12912,1,12912.817,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400245
40927,1410498,0,0,Rouen,5,0,0.003395902,88.351,40926,0.003395902,34,2,4728,1,4728.832,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410498
40928,1400244,6,0,Hochelaga,5,0,-0.002176875,82.696,40927,-0.002176875,50,3,14870,1,14870.98,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400244
40929,1390514,7,-1,Papineau,5,0,0.012724346,119.52,40928,0.012724346,42,4,20580,0,20580.509,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390514
40930,1380835,0,0,Robin,5,0,0.003797026,55.312,40929,0.003797026,34,1,1853,0,1853.87,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380835
40931,1380834,0,0,Robin,5,0,-0.000330231,60.565,40930,-0.000330231,34,1,1662,0,1662.178,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380834
40932,1380833,0,1,Robin,5,0,0.006594929,60.659,40931,0.006594929,34,1,1169,0,1169.292,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380833
40933,1380832,0,1,Robin,5,0,0.000348554,28.693,40932,0.000348554,34,1,951,0,951.53,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380832
40934,1380831,0,1,Robin,5,0,0.000869385,57.517,40933,0.000869385,34,1,1307,0,1307.271,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380831
40935,1380829,0,0,Robillard,5,0,-0.013421139,57.378,40934,-0.013421139,34,1,394,0,394.512,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380829
40936,1380814,7,1,René-Lévesque,5,0,0.012473399,114.655,40935,0.012473399,34,4,11220,0,11220.434,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380814
40937,1390515,7,-1,Papineau,5,0,0.024892867,235.406,40936,0.024892867,34,4,17061,0,17061.674,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390515
40938,1380813,7,1,René-Lévesque,5,0,0.016268153,206.559,40937,0.016268153,34,4,12659,0,12659.122,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380813
40939,1410499,0,0,Rouen,5,0,-0.002808132,85.475,40938,-0.002808132,34,2,4558,1,4558.153,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410499
40940,1410501,0,0,Rouen,5,0,-0.004594557,88.04,40939,-0.004594557,34,2,3602,1,3602.378,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410501
40941,1430316,0,0,Pierre-Bédard,5,0,-0.009187346,115.297,40940,-0.009187346,34,1,1070,0,1070.186,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430316
40942,1420265,0,1,Jeanne-d'Arc,5,0,0.020386684,292.867,40941,0.020386684,34,1,846,0,846.117,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420265
40943,1420037,0,-1,Bossuet,5,0,-0.000211007,142.184,40942,-0.000211007,34,1,1158,0,1158.714,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420037
40944,1420035,0,-1,Bossuet,5,21674,0.019678528,98.594,40943,0.019678528,34,1,1832,0,1832.573,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420035
40945,1420034,0,-1,Bossuet,5,21675,-0.000447953,66.975,40944,-0.000447953,42,1,1459,0,1459.18,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420034
40946,1420033,0,-1,Bossuet,5,21676,-0.007297615,76.745,40945,-0.007297615,34,1,1287,0,1287.798,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420033
40947,1420032,0,-1,Bossuet,5,21677,0.005590729,84.076,40946,0.005590729,34,1,1295,0,1295.238,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420032
40948,1420031,0,-1,Bossuet,5,21678,0.000674261,88.994,40947,0.000674261,34,1,1247,0,1247.659,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420031
40949,1410500,0,0,Rouen,5,0,0.000261272,295.684,40948,0.000261272,34,2,3769,1,3769.775,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410500
40950,1420030,0,-1,Bossuet,5,21679,0.01456262,234.871,40949,0.01456262,34,1,1925,0,1925.847,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420030
40951,1420028,0,-1,Bossuet,5,21681,0.016855358,172.069,40950,0.016855358,34,1,1224,0,1224.936,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420028
40952,1420020,0,0,Bossuet,5,0,-0.003530824,16.995,40951,-0.003530824,34,1,1499,0,-8888,1499,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420020
40953,1420019,0,1,Boileau,5,0,0.005089481,74.671,40952,0.005089481,34,1,709,0,709.372,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420019
40954,1420018,0,0,Boileau,5,0,-0.003880384,74.742,40953,-0.003880384,34,1,1483,0,1483.019,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420018
40955,1420017,0,0,Boileau,5,0,-0.000393673,76.215,40954,-0.000393673,34,1,1406,0,1406.144,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420017
40956,1380140,0,1,De Bullion,5,0,0.003557349,118.077,40955,0.003557349,34,1,1337,0,1337.453,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380140
40957,1410503,0,0,Rouen,5,0,-0.00605401,85.902,40956,-0.00605401,34,2,3551,1,3551.655,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410503
40958,1410502,0,0,Rouen,5,0,-0.003916385,90.088,40957,-0.003916385,42,2,3854,1,3854.129,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410502
40959,1420029,0,-1,Bossuet,5,21680,0.033541283,111.814,40958,0.033541283,34,1,1259,0,1259.924,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,2,0,0,0,0,0,0,1420029
40960,1430311,0,0,Pérodeau,5,0,0.006101661,68.841,40959,0.006101661,34,1,1427,0,1427.534,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430311
40961,1380812,7,1,René-Lévesque,5,0,-0.017462317,96.217,40960,-0.017462317,34,4,12831,0,12831.686,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380812
40962,1430281,0,0,Louis-Veuillot,5,0,-0.002362553,114.294,40961,-0.002362553,34,1,414,0,414.353,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430281
40963,1381331,0,1,Visitation,5,0,0.009230103,70.812,40962,0.009230103,34,1,1299,0,1299.213,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381331
40964,1381330,0,-1,Visitation,5,0,0.013943507,46.368,40963,0.013943507,34,1,1033,0,1033.828,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381330
40965,1381329,0,-1,Visitation,5,0,0.012813238,40.587,40964,0.012813238,34,1,849,0,849.634,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381329
40966,1381328,0,-1,Visitation,5,0,-0.00283416,38.94,40965,-0.00283416,34,1,1038,0,1038.12,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381328
40967,1381327,0,-1,Visitation,5,0,-0.00483753,45.41,40966,-0.00483753,34,1,911,0,911.751,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381327
40968,1381326,0,-1,Visitation,5,0,-0.004914133,77.336,40967,-0.004914133,34,1,1264,0,1264.234,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381326
40969,1381325,0,-1,Visitation,5,0,-0.001180837,76.225,40968,-0.001180837,34,1,1938,0,1938.481,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381325
40970,1400298,0,-1,De Léry,5,0,0.015846797,71.088,40969,0.015846797,34,1,673,0,673.909,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400298
40971,1381332,0,1,Visitation,5,0,0.021929795,72.511,40970,0.021929795,34,1,1179,0,1179.593,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381332
40972,1400285,0,1,Joliette,5,0,0.057750577,321.587,40971,0.057750577,34,1,3365,0,3365.989,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400285
40973,1400283,0,1,Joliette,5,0,0.005114999,44.971,40972,0.005114999,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400283
40974,1400282,0,1,Joliette,5,0,-0.002114982,203.332,40973,-0.002114982,34,1,2208,0,2208.032,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400282
40975,1400281,0,1,Joliette,5,0,-0.003530114,45.329,40974,-0.003530114,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400281
40976,1400280,0,1,Joliette,5,0,-0.00200831,44.818,40975,-0.00200831,34,1,1719,0,1719.438,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400280
40977,1400278,0,1,Joliette,5,0,0.001054382,122.497,40976,0.001054382,34,1,1537,0,1537.378,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400278
40978,1430315,0,0,Pierre-Auger,5,0,0.000952258,315.071,40977,0.000952258,34,1,2005,0,2005.181,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430315
40979,1430314,0,0,Pierre-Auger,5,0,0.002113931,194.724,40978,0.002113931,34,1,1197,0,1197.121,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430314
40980,1430313,0,0,Pérodeau,5,0,0.001451728,169.513,40979,0.001451728,42,1,2720,0,2720.873,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430313
40981,1400284,0,1,Joliette,5,0,0.020724273,256.247,40980,0.020724273,34,1,3789,0,3789.768,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400284
40982,1380810,7,1,René-Lévesque,5,0,-0.008053585,50.914,40981,-0.008053585,34,4,11445,0,11445.31,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380810
40983,1390462,0,0,Ontario,5,0,0.001646452,71.917,40982,0.001646452,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390462
40984,1390467,5,0,Ontario,5,0,-0.006705936,38.874,40983,-0.006705936,34,2,7300,1,7300.14,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390467
40985,1430278,0,0,Louis-Veuillot,5,0,0.003470395,67.808,40984,0.003470395,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430278
40986,1430277,0,0,Louis-Veuillot,5,0,0.002526508,69.155,40985,0.002526508,34,1,484,0,484.767,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430277
40987,1430276,0,0,Louis-Veuillot,5,0,0.005058669,69.031,40986,0.005058669,34,1,1071,0,1071.817,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430276
40988,1430274,0,0,Louis-Veuillot,5,0,0.000452767,265.061,40987,0.000452767,34,1,1593,0,1593.019,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430274
40989,1430271,0,0,Louis-Riel,5,0,-0.003482607,63.178,40988,-0.003482607,50,1,2904,0,2904.592,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430271
40990,1430269,0,0,Louis-Riel,5,0,0.003752259,66.633,40989,0.003752259,42,1,3062,1,3062.142,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430269
40991,1430268,0,0,Louis-Riel,5,0,0.00376071,186.154,40990,0.00376071,34,1,553,0,553.843,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430268
40992,1430267,0,0,Louis-Joseph-Doucet,5,0,-0.008707802,194.098,40991,-0.008707802,34,1,1130,0,1130.127,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430267
40993,1390463,0,0,Ontario,5,0,-0.002237,72.123,40992,-0.002237,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390463
40994,1430266,0,0,Louis-Dupire,5,0,0.001267704,75.021,40993,0.001267704,34,1,1268,0,1268.239,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430266
40995,1430264,0,0,Louis-Dupire,5,0,0.00316468,75.342,40994,0.00316468,34,1,1304,0,1304.276,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430264
40996,1430263,0,0,Louis-Dupire,5,0,0.003609021,74.819,40995,0.003609021,34,1,1482,0,1482.608,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430263
40997,1390473,5,0,Ontario,5,0,-0.023556986,96.131,40996,-0.023556986,34,2,4207,1,4207.915,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390473
40998,1390472,5,0,Ontario,5,0,-0.01742438,83.551,40997,-0.01742438,34,2,5504,1,5504.115,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390472
40999,1390471,5,0,Ontario,5,0,-0.006053185,77.653,40998,-0.006053185,34,2,9485,1,9485.068,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390471
41000,1390470,5,0,Ontario,5,0,-0.005923437,67.343,40999,-0.005923437,34,2,6763,1,6763.737,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390470
41001,1390469,5,0,Ontario,5,0,-0.004292439,58.513,41000,-0.004292439,34,2,5796,1,5796.078,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390469
41002,1390468,5,0,Ontario,5,0,-0.001578089,50.699,41001,-0.001578089,34,2,5467,1,5467.1,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390468
41003,1430265,0,0,Louis-Dupire,5,0,0.0024844,75.074,41002,0.0024844,34,1,1268,0,1268.489,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430265
41004,1180168,0,1,Lemay,5,0,0.003802414,326.142,41003,0.003802414,34,1,811,0,811.533,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180168
41005,1410060,0,0,Béchard,5,0,0.003555192,86.187,41004,0.003555192,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410060
